db,src_table,label,field_key,evidence,reason
mimic-iii,mimiciii.LABEVENTS,Platelet Smear,51266,adjudicated:both_agree,"qualitative platelet smear estimate, distinct from quantitative platelets"
mimic-iii,mimiciii.LABEVENTS,Poikilocytosis,51267,adjudicated:both_agree,"RBC shape variation descriptor from smear, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Polychromasia,51268,adjudicated:both_agree,"RBC polychromasia descriptor from smear, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Bacteria,51463,adjudicated:both_agree,"urine bacteria on microscopy, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Bilirubin,51464,adjudicated:both_agree,"urine dipstick bilirubin in EU/dL, not serum bilirubin"
mimic-iii,mimiciii.LABEVENTS,Blood,51466,adjudicated:both_agree,"urine dipstick blood, urinalysis semiquantitative result"
mimic-iii,mimiciii.LABEVENTS,Epithelial Cells,51476,adjudicated:both_agree,"urine epithelial cells on microscopy, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Glucose,51478,adjudicated:both_agree,"urine dipstick glucose (p50 250 mg/dL, threshold values) is not serum glucose"
mimic-iii,mimiciii.LABEVENTS,Ketone,51484,adjudicated:both_agree,"urine ketone dipstick, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Leukocytes,51486,adjudicated:both_agree,"urine leukocyte esterase dipstick, not blood wbc"
mimic-iii,mimiciii.LABEVENTS,Nitrite,51487,adjudicated:both_agree,"urine nitrite dipstick, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,pH,51491,adjudicated:both_agree,"urine dipstick pH (p50 5.6, range 5-8.8) is urinalysis, not the blood gas ph concept"
mimic-iii,mimiciii.LABEVENTS,Protein,51492,adjudicated:both_agree,"urine dipstick protein in mg/dL, not serum total_protein"
mimic-iii,mimiciii.LABEVENTS,RBC,51493,adjudicated:both_agree,"urine RBC per high-power field, microscopy count not blood rbc in m/uL"
mimic-iii,mimiciii.LABEVENTS,Specific Gravity,51498,adjudicated:both_agree,"urine specific gravity from urinalysis, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Urine Appearance,51506,adjudicated:both_agree,"urine appearance, urinalysis descriptive attribute"
mimic-iii,mimiciii.LABEVENTS,Urine Color,51508,adjudicated:both_agree,"urine color, urinalysis descriptive attribute"
mimic-iii,mimiciii.LABEVENTS,Urobilinogen,51514,adjudicated:both_agree,"urine urobilinogen, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,WBC,51516,adjudicated:both_agree,"urine WBC per high-power field, microscopy count not blood wbc in K/uL"
mimic-iii,mimiciii.LABEVENTS,Yeast,51519,adjudicated:both_agree,"urine yeast on microscopy, no catalog concept"
mimic-iii,mimiciii.CHARTEVENTS,Magnesium,220635,adjudicated:both_agree,serum magnesium is a valid lab but magnesium is absent from the concept catalog
mimic-iii,mimiciii.CHARTEVENTS,Phosphorous,225677,adjudicated:both_agree,"serum phosphorus lab, no phosphate concept in catalog"
mimic-iii,mimiciii.CHARTEVENTS,Marital Status,226381,adjudicated:both_agree,marital status demographic not in catalog
mimic-iii,mimiciii.CHARTEVENTS,Religion,226543,adjudicated:both_agree,religion demographic attribute absent from catalog
mimic-iii,mimiciii.CHARTEVENTS,Language,226544,adjudicated:both_agree,primary language demographic not in catalog
mimic-iii,mimiciii.CHARTEVENTS,Patient Location,227378,adjudicated:both_agree,"current charted patient location, distinct from first_careunit admission attribute"
mimic-iii,mimiciii.LABEVENTS,% Hemoglobin A1c,50852,adjudicated:both_agree,"HbA1c is glycated fraction in %, a distinct concept from hemoglobin (g/dL) and glucose"
mimic-iii,mimiciii.LABEVENTS,Acetaminophen,50856,adjudicated:both_agree,"acetaminophen drug level, no toxicology concept in catalog"
mimic-iii,mimiciii.LABEVENTS,Barbiturate Screen,50879,adjudicated:both_agree,"qualitative barbiturate tox screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,Benzodiazepine Screen,50880,adjudicated:both_agree,"qualitative benzodiazepine tox screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,Cholesterol Ratio (Total/HDL),50903,adjudicated:both_agree,"derived lipid ratio, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,"Cholesterol, HDL",50904,adjudicated:both_agree,HDL cholesterol; lipid panel not in catalog
mimic-iii,mimiciii.LABEVENTS,"Cholesterol, LDL, Calculated",50905,adjudicated:both_agree,calculated LDL cholesterol; lipid panel not in catalog
mimic-iii,mimiciii.LABEVENTS,"Cholesterol, Total",50907,adjudicated:both_agree,total cholesterol; lipid panel not in catalog
mimic-iii,mimiciii.LABEVENTS,Digoxin,50917,adjudicated:both_agree,"digoxin therapeutic drug level, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,EDTA Hold,50919,adjudicated:both_agree,"EDTA specimen hold, administrative rather than measurement"
mimic-iii,mimiciii.LABEVENTS,Ethanol,50922,adjudicated:both_agree,"blood ethanol level, no toxicology concept available"
mimic-iii,mimiciii.LABEVENTS,Ferritin,50924,adjudicated:both_agree,ferritin not represented among catalog labs
mimic-iii,mimiciii.LABEVENTS,Folate,50925,adjudicated:both_agree,"folate level, no vitamin assay concept in catalog"
mimic-iii,mimiciii.LABEVENTS,Haptoglobin,50935,adjudicated:both_agree,haptoglobin hemolysis marker absent from catalog
mimic-iii,mimiciii.LABEVENTS,Hepatitis B Surface Antibody,50940,adjudicated:both_agree,"hepatitis B serology, no serology concept in catalog"
mimic-iii,mimiciii.LABEVENTS,Hepatitis B Surface Antigen,50941,adjudicated:both_agree,"hepatitis B serology, no serology concept in catalog"
mimic-iii,mimiciii.LABEVENTS,Hepatitis B Virus Core Antibody,50942,adjudicated:both_agree,"hepatitis B core antibody serology, not in catalog"
mimic-iii,mimiciii.LABEVENTS,Hepatitis C Virus Antibody,50943,adjudicated:both_agree,"hepatitis C antibody serology, not in catalog"
mimic-iii,mimiciii.LABEVENTS,Iron,50952,adjudicated:both_agree,serum iron; no iron-studies concept in catalog
mimic-iii,mimiciii.LABEVENTS,"Iron Binding Capacity, Total",50953,adjudicated:both_agree,total iron binding capacity has no catalog counterpart
mimic-iii,mimiciii.LABEVENTS,Salicylate,50981,adjudicated:both_agree,"salicylate drug level, no toxicology concept available"
mimic-iii,mimiciii.LABEVENTS,"Thyroxine (T4), Free",50995,adjudicated:both_agree,free T4 thyroid assay absent from catalog
mimic-iii,mimiciii.LABEVENTS,Transferrin,50998,adjudicated:both_agree,transferrin is an iron-study protein absent from catalog
mimic-iii,mimiciii.LABEVENTS,Tricyclic Antidepressant Screen,50999,adjudicated:both_agree,"qualitative TCA tox screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,Vitamin B12,51010,adjudicated:both_agree,vitamin B12 assay absent from catalog
mimic-iii,mimiciii.LABEVENTS,"Amphetamine Screen, Urine",51071,adjudicated:both_agree,"qualitative urine amphetamine screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,"Barbiturate Screen, Urine",51074,adjudicated:both_agree,"qualitative urine barbiturate screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,"Benzodiazepine Screen, Urine",51075,adjudicated:both_agree,"qualitative urine benzodiazepine screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,"Chloride, Urine",51078,adjudicated:adjudicated,"Label explicitly states urine specimen; catalog chloride is a serum analyte and no urine concept exists, with p50 53 and p99 204 mEq/L incompatible with serum chloride"
mimic-iii,mimiciii.LABEVENTS,"Cocaine, Urine",51079,adjudicated:both_agree,"qualitative urine cocaine screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,"Methadone, Urine",51090,adjudicated:both_agree,"qualitative urine methadone screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,"Opiate Screen, Urine",51092,adjudicated:both_agree,"qualitative urine opiate screen, not in catalog"
mimic-iii,mimiciii.LABEVENTS,"Potassium, Urine",51097,adjudicated:adjudicated,Label explicitly states urine specimen; p50 35.6 mEq/L is an order of magnitude above serum potassium and no urine potassium concept exists in the catalog
mimic-iii,mimiciii.LABEVENTS,"Total Protein, Urine",51102,adjudicated:adjudicated,"Urine total protein in mg/dL (p50 49.7) is a distinct proteinuria analyte from catalog total_protein, which is serum in g/dL"
mimic-iii,mimiciii.LABEVENTS,"Urea Nitrogen, Urine",51104,adjudicated:adjudicated,"Urine urea nitrogen with p50 450 mg/dL serves nitrogen balance assessment, a different concept from serum bun (7-20 mg/dL), and has no catalog entry"
mimic-iii,mimiciii.LABEVENTS,Basophilic Stippling,51145,adjudicated:both_agree,"basophilic stippling is a smear morphology finding, not the basophils count"
mimic-iii,mimiciii.LABEVENTS,Burr Cells,51151,adjudicated:both_agree,"RBC morphology finding on smear, not a catalog measurement"
mimic-iii,mimiciii.LABEVENTS,Fibrin Degradation Products,51213,adjudicated:both_agree,"FDP is a distinct assay from d_dimer and fibrinogen, no catalog match"
mimic-iii,mimiciii.LABEVENTS,Ovalocytes,51260,adjudicated:both_agree,"RBC morphology finding on smear, not a catalog measurement"
mimic-iii,mimiciii.LABEVENTS,Red Blood Cell Fragments,51278,adjudicated:both_agree,"RBC fragment morphology finding, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,"Reticulocyte Count, Automated",51283,adjudicated:both_agree,reticulocyte percentage; no reticulocyte concept in catalog and distinct from rbc
mimic-iii,mimiciii.LABEVENTS,Schistocytes,51287,adjudicated:both_agree,"schistocyte morphology finding, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Sedimentation Rate,51288,adjudicated:both_agree,ESR in mm/hr has no catalog counterpart
mimic-iii,mimiciii.LABEVENTS,Teardrop Cells,51296,adjudicated:both_agree,"teardrop cell morphology finding, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Amorphous Crystals,51462,adjudicated:both_agree,"urine crystal sediment finding, no catalog concept"
mimic-iii,mimiciii.LABEVENTS,Granular Casts,51479,adjudicated:both_agree,"urine granular cast count per lpf, urinalysis microscopy not in catalog"
mimic-iii,mimiciii.LABEVENTS,Hyaline Casts,51482,adjudicated:both_agree,"urine cast count per lpf, urinalysis microscopy not in catalog"
mimic-iii,mimiciii.LABEVENTS,Transitional Epithelial Cells,51501,adjudicated:both_agree,"urine epithelial cell count per hpf, urinalysis microscopy not in catalog"
mimic-iii,mimiciii.LABEVENTS,Urine Mucous,51512,adjudicated:both_agree,"urine sediment mucous, qualitative urinalysis item not in catalog"
mimic-iii,mimiciii.LABEVENTS,GR HOLD,51523,adjudicated:both_agree,"specimen hold/administrative item, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,% Hemoglobin A1c,50852,adjudicated:both_agree,"hemoglobin A1c % is a glycation marker, not hemoglobin concentration"
mimic-iv,mimiciv.hosp.labevents,Blue Top Hold,50887,adjudicated:both_agree,"specimen hold tube record, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,Cholesterol Ratio (Total/HDL),50903,adjudicated:both_agree,"derived cholesterol ratio, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Cholesterol, HDL",50904,adjudicated:both_agree,"HDL cholesterol, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Cholesterol, LDL, Calculated",50905,adjudicated:both_agree,"calculated LDL cholesterol, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Cholesterol, Total",50907,adjudicated:both_agree,"total cholesterol, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,CK-MB Index,50908,adjudicated:both_agree,"CK-MB relative index in % is a derived ratio, not ck_mb mass in ng/mL"
mimic-iv,mimiciv.hosp.labevents,Cortisol,50909,adjudicated:both_agree,"cortisol, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,EDTA Hold,50919,adjudicated:both_agree,"specimen hold tube record, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,Estimated GFR (MDRD equation),50920,adjudicated:both_agree,"derived estimated GFR, no eGFR concept in the catalog"
mimic-iv,mimiciv.hosp.labevents,Ferritin,50924,adjudicated:both_agree,"ferritin, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Green Top Hold (plasma),50933,adjudicated:both_agree,"specimen hold tube record, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,H,50934,adjudicated:both_agree,"hemolysis index (specimen quality flag), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Haptoglobin,50935,adjudicated:both_agree,"haptoglobin, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Hepatitis B Surface Antibody,50940,adjudicated:both_agree,"hepatitis B surface antibody serology, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Hepatitis B Surface Antigen,50941,adjudicated:both_agree,"hepatitis B surface antigen serology, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Hepatitis B Virus Core Antibody,50942,adjudicated:both_agree,"hepatitis B core antibody serology, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Hepatitis C Virus Antibody,50943,adjudicated:both_agree,"hepatitis C antibody serology, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,I,50947,adjudicated:both_agree,"icterus index (specimen quality flag), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Iron,50952,adjudicated:both_agree,"serum iron, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Iron Binding Capacity, Total",50953,adjudicated:both_agree,"total iron binding capacity, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Lipase,50956,adjudicated:both_agree,lipase is a distinct enzyme from amylase and absent from the catalog
mimic-iv,mimiciv.hosp.labevents,Magnesium,50960,adjudicated:both_agree,serum magnesium has no matching base_concept in the catalog
mimic-iv,mimiciv.hosp.labevents,"Osmolality, Measured",50964,adjudicated:both_agree,"serum osmolality mOsm/kg, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Phosphate,50970,adjudicated:both_agree,serum phosphate has no matching base_concept in the catalog
mimic-iv,mimiciv.hosp.labevents,Red Top Hold,50979,adjudicated:both_agree,"specimen hold tube record, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,Thyroid Stimulating Hormone,50993,adjudicated:both_agree,"thyroid stimulating hormone, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Transferrin,50998,adjudicated:both_agree,"transferrin, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Triglycerides,51000,adjudicated:both_agree,"triglycerides, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Vancomycin,51009,adjudicated:both_agree,"vancomycin drug level, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Vitamin B12,51010,adjudicated:both_agree,"vitamin B12, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Chloride, Urine",51078,adjudicated:both_agree,urine chloride (p50 52 mEq/L) is a different analyte from serum chloride
mimic-iv,mimiciv.hosp.labevents,"Creatinine, Urine",51082,adjudicated:both_agree,urine creatinine (p50 71 mg/dL) is a different analyte from serum creatinine
mimic-iv,mimiciv.hosp.labevents,Length of Urine Collection,51087,adjudicated:both_agree,"urine collection duration is a specimen attribute, not a clinical measure"
mimic-iv,mimiciv.hosp.labevents,"Osmolality, Urine",51093,adjudicated:both_agree,"urine osmolality, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Potassium, Urine",51097,adjudicated:both_agree,urine potassium (p50 34 mEq/L) is a different analyte from serum potassium
mimic-iv,mimiciv.hosp.labevents,"Sodium, Urine",51100,adjudicated:both_agree,urine sodium (p50 53 mEq/L) is a different analyte from serum sodium (~140)
mimic-iv,mimiciv.hosp.labevents,Uhold,51103,adjudicated:both_agree,"urine specimen hold record, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,"Urea Nitrogen, Urine",51104,adjudicated:both_agree,urine urea nitrogen (p50 444 mg/dL) is a different analyte from serum bun
mimic-iv,mimiciv.hosp.labevents,Anisocytosis,51137,adjudicated:both_agree,"RBC morphology descriptor (anisocytosis), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Hypochromia,51233,adjudicated:both_agree,"RBC morphology descriptor (hypochromia), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Macrocytes,51246,adjudicated:both_agree,"RBC morphology descriptor (macrocytes), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Microcytes,51252,adjudicated:both_agree,"RBC morphology descriptor (microcytes), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Myelocytes,51255,adjudicated:both_agree,myelocytes is a distinct differential stage absent from the catalog
mimic-iv,mimiciv.hosp.labevents,Ovalocytes,51260,adjudicated:both_agree,"RBC morphology descriptor (ovalocytes), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Platelet Smear,51266,adjudicated:both_agree,"qualitative platelet smear estimate, not a platelet count"
mimic-iv,mimiciv.hosp.labevents,Poikilocytosis,51267,adjudicated:both_agree,"RBC morphology descriptor (poikilocytosis), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Polychromasia,51268,adjudicated:both_agree,"RBC morphology descriptor (polychromasia), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Reticulocyte Count, Automated",51283,adjudicated:both_agree,"reticulocyte count %, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Schistocytes,51287,adjudicated:both_agree,"RBC morphology descriptor (schistocytes), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Teardrop Cells,51296,adjudicated:both_agree,"RBC morphology descriptor (teardrop cells), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Amorphous Crystals,51462,adjudicated:both_agree,"urine amorphous crystals microscopy, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Bacteria,51463,adjudicated:both_agree,"urine microscopy bacteria /hpf, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Bilirubin,51464,adjudicated:both_agree,"urinalysis-panel bilirubin dipstick (categorical), not serum total bilirubin"
mimic-iv,mimiciv.hosp.labevents,Blood,51466,adjudicated:both_agree,"urine dipstick blood (urinalysis panel), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Epithelial Cells,51476,adjudicated:both_agree,"urine epithelial cells /hpf, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Glucose,51478,adjudicated:both_agree,"urine dipstick glucose (semiquantitative 100/250/500/1000), not blood glucose"
mimic-iv,mimiciv.hosp.labevents,Hyaline Casts,51482,adjudicated:both_agree,"urine hyaline casts /lpf, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Ketone,51484,adjudicated:both_agree,"urine ketones dipstick, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Leukocytes,51486,adjudicated:both_agree,"urine leukocyte esterase dipstick, not blood wbc count"
mimic-iv,mimiciv.hosp.labevents,Nitrite,51487,adjudicated:both_agree,"urine nitrite dipstick, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,pH,51491,adjudicated:both_agree,"urine pH (p50 6.0, range 5-8.3) is not blood gas ph (~7.4)"
mimic-iv,mimiciv.hosp.labevents,Protein,51492,adjudicated:both_agree,urine protein mg/dL differs from serum total_protein (g/dL)
mimic-iv,mimiciv.hosp.labevents,RBC,51493,adjudicated:both_agree,"urine microscopy RBC in #/hpf, not blood rbc in m/uL"
mimic-iv,mimiciv.hosp.labevents,Specific Gravity,51498,adjudicated:both_agree,"urine specific gravity, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Transitional Epithelial Cells,51501,adjudicated:both_agree,"urine transitional epithelial cells /hpf, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Urine Appearance,51506,adjudicated:both_agree,urine appearance is a qualitative specimen descriptor
mimic-iv,mimiciv.hosp.labevents,Urine Color,51508,adjudicated:both_agree,urine color is a qualitative specimen descriptor
mimic-iv,mimiciv.hosp.labevents,Urine Mucous,51512,adjudicated:both_agree,"urine mucous microscopy, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Urobilinogen,51514,adjudicated:both_agree,"urine urobilinogen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,WBC,51516,adjudicated:both_agree,"urine microscopy WBC in #/hpf, not blood wbc in K/uL"
mimic-iv,mimiciv.hosp.labevents,Yeast,51519,adjudicated:both_agree,"urine microscopy yeast /hpf, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,eAG,51613,adjudicated:both_agree,"estimated average glucose derived from HbA1c, not a measured glucose"
mimic-iv,mimiciv.hosp.labevents,L,51678,adjudicated:both_agree,"lipemia index (specimen quality flag), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Specimen Type,52033,adjudicated:both_agree,"categorical specimen source descriptor, not a measured quantity"
mimic-iv,mimiciv.hosp.labevents,Echinocytes,52111,adjudicated:both_agree,"RBC morphology descriptor (echinocytes), no catalog concept"
mimic-iv,mimiciv.hosp.labevents,RBC Morphology,52171,adjudicated:both_agree,"categorical RBC morphology summary, a descriptor rather than a measurement"
mimic-iv,mimiciv.hosp.labevents,XUCU,52425,adjudicated:both_agree,uninterpretable site-specific code with no clinical semantics
mimic-iv,mimiciv.hosp.labevents,Acetaminophen,50856,adjudicated:both_agree,"therapeutic drug level, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Ethanol,50922,adjudicated:both_agree,"blood ethanol level, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Folate,50925,adjudicated:both_agree,"serum folate, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Light Green Top Hold,50955,adjudicated:both_agree,"specimen tube hold flag, not a measurement"
mimic-iv,mimiciv.hosp.labevents,Salicylate,50981,adjudicated:both_agree,"salicylate drug level, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Thyroxine (T4), Free",50995,adjudicated:both_agree,"free T4 thyroid assay, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,Tricyclic Antidepressant Screen,50999,adjudicated:both_agree,"toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Amphetamine Screen, Urine",51071,adjudicated:both_agree,"urine toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Barbiturate Screen, Urine",51074,adjudicated:both_agree,"urine toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Benzodiazepine Screen, Urine",51075,adjudicated:both_agree,"urine toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Cocaine, Urine",51079,adjudicated:both_agree,"urine toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Methadone, Urine",51090,adjudicated:both_agree,"urine toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Opiate Screen, Urine",51092,adjudicated:both_agree,"urine toxicology screen, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,"Total Protein, Urine",51102,adjudicated:both_agree,"urine protein in mg/dL, distinct from serum total_protein"
mimic-iv,mimiciv.hosp.labevents,"Urine tube, held",51107,adjudicated:both_agree,"specimen handling flag, not a clinical measurement"
mimic-iv,mimiciv.hosp.labevents,"Reticulocyte Count, Absolute",51282,adjudicated:both_agree,absolute reticulocyte count has no counterpart concept; not RBC
mimic-iv,mimiciv.hosp.labevents,Granular Casts,51479,adjudicated:both_agree,"urine microscopy cast count, no catalog concept"
mimic-iv,mimiciv.hosp.labevents,HPE1,51657,adjudicated:both_agree,site-specific opaque assay code with implausible range
mimic-iv,mimiciv.hosp.labevents,HPE2,51658,adjudicated:both_agree,"site-specific opaque assay code, no unit"
mimic-iv,mimiciv.hosp.labevents,HPE3,51659,adjudicated:both_agree,"site-specific opaque assay code, no unit"
mimic-iv,mimiciv.hosp.labevents,HPE7,51663,adjudicated:both_agree,"site-specific opaque assay code, no unit"
mimic-iv,mimiciv.hosp.labevents,Problem Specimen,51706,adjudicated:both_agree,"specimen quality flag, not a measurement"
mimic-iv,mimiciv.hosp.labevents,Voided Specimen,51752,adjudicated:both_agree,"specimen collection annotation, not a measurement"
mimic-iv,mimiciv.hosp.labevents,Voided Specimen,52036,adjudicated:both_agree,"specimen collection annotation in blood gas panel, not a measurement"
mimic-iv,mimiciv.hosp.labevents,HIV Screen,53153,adjudicated:both_agree,"serology screen result, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Heart Rhythm,220048,adjudicated:both_agree,cardiac rhythm category; distinct from heart_rate and from ectopy_type
mimic-iv,mimiciv.icu.chartevents,Central Venous Pressure,220074,adjudicated:both_agree,central venous pressure has no counterpart in the catalog; not paop or cpp
mimic-iv,mimiciv.icu.chartevents,Pain Present,223781,adjudicated:both_agree,"binary pain presence flag, distinct from numeric pain_score"
mimic-iv,mimiciv.icu.chartevents,Pain Location,223783,adjudicated:both_agree,"pain site attribute, not a pain magnitude measure"
mimic-iv,mimiciv.icu.chartevents,Pain Cause,223784,adjudicated:both_agree,"pain etiology attribute, not a pain magnitude measure"
mimic-iv,mimiciv.icu.chartevents,Pain Management,223792,adjudicated:both_agree,"pain management intervention, not a pain measurement"
mimic-iv,mimiciv.icu.chartevents,Pain Level Acceptable,223794,adjudicated:both_agree,"binary acceptability flag, not a numeric pain goal value"
mimic-iv,mimiciv.icu.chartevents,Pain Assessment Method,223795,adjudicated:both_agree,pain assessment tool used; no pain_scale concept in catalog
mimic-iv,mimiciv.icu.chartevents,Pupil Size Right,223907,adjudicated:both_agree,"pupil size neurological exam item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Dorsal PedPulse R,223934,adjudicated:both_agree,"peripheral pulse palpation grade, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Dorsal PedPulse L,223943,adjudicated:both_agree,"peripheral pulse palpation grade, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,RUL Lung Sounds,223986,adjudicated:both_agree,"regional lung auscultation finding, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,RLL Lung Sounds,223987,adjudicated:both_agree,"regional lung auscultation finding, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,LUL Lung Sounds,223988,adjudicated:both_agree,"regional lung auscultation finding, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,LLL Lung Sounds,223989,adjudicated:both_agree,"regional lung auscultation finding, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Cough Effort,223991,adjudicated:both_agree,"cough effort assessment, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Oral Cavity,223999,adjudicated:both_agree,"oral cavity assessment, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Diet Type,224001,adjudicated:both_agree,"diet order category, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Abdominal Assessment,224003,adjudicated:both_agree,"nursing abdominal exam assessment, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Bowel Sounds,224004,adjudicated:both_agree,"bowel sounds auscultation finding, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Urine Source,224015,adjudicated:both_agree,"urine specimen source attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Urine Color,224016,adjudicated:both_agree,"urine color observation, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Skin Integrity,224026,adjudicated:both_agree,"skin assessment item, explicitly out of scope"
mimic-iv,mimiciv.icu.chartevents,Skin Temperature,224027,adjudicated:both_agree,"categorical skin warmth assessment, not thermometric temperature"
mimic-iv,mimiciv.icu.chartevents,Skin Color,224028,adjudicated:both_agree,"skin assessment item, explicitly out of scope"
mimic-iv,mimiciv.icu.chartevents,Edema Location,224031,adjudicated:both_agree,"edema site attribute, categorical modifier not a measure"
mimic-iv,mimiciv.icu.chartevents,Education Topic,224073,adjudicated:both_agree,"patient education topic, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Head of Bed,224080,adjudicated:both_agree,"bed positioning intervention, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Turn,224082,adjudicated:both_agree,"repositioning nursing task, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Activity,224084,adjudicated:both_agree,"activity level nursing item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Activity Tolerance,224086,adjudicated:both_agree,"nursing activity tolerance assessment, no catalog concept"
